Tahun,Provinsi,Kolom,Tingkat,Sumber Data,Uji Normalitas,Metode,Nilai Isi
2020,Aceh,Perniagaan(ton),1,"provinsi Aceh, tahun 2020",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",8.0
2020,Sumatera Utara,Perniagaan(ton),1,"provinsi Sumatera Utara, tahun 2020",p=0.0263,"median (distribusi tidak normal, Shapiro-Wilk)",7.405
2020,Sumatera Utara,Perniagaan(ton),1,"provinsi Sumatera Utara, tahun 2020",p=0.0043,"median (distribusi tidak normal, Shapiro-Wilk)",7.405
2020,Sumatera Utara,Perniagaan(ton),1,"provinsi Sumatera Utara, tahun 2020",p=0.0007,"median (distribusi tidak normal, Shapiro-Wilk)",7.405
2020,Sumatera Barat,Perniagaan(ton),1,"provinsi Sumatera Barat, tahun 2020",p=0.0010,"median (distribusi tidak normal, Shapiro-Wilk)",1.52
2020,Riau,Perniagaan(ton),1,"provinsi Riau, tahun 2020",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",4.44
2020,Sumatera Selatan,Perniagaan(ton),1,"provinsi Sumatera Selatan, tahun 2020",p=0.0006,"median (distribusi tidak normal, Shapiro-Wilk)",14.44
2020,DKI Jakarta,Perniagaan(ton),1,"provinsi DKI Jakarta, tahun 2020",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",83.63
2020,Jawa Barat,Perniagaan(ton),1,"provinsi Jawa Barat, tahun 2020",p=0.0289,"median (distribusi tidak normal, Shapiro-Wilk)",14.65
2020,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2020",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",9.025
2020,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2020",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",9.025
2020,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2020",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",9.025
2020,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2020",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",9.025
2020,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2020",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",9.025
2020,Daerah Istimewa Yogyakarta,Perniagaan(ton),2,"provinsi Daerah Istimewa Yogyakarta, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",53.39
2020,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2020",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",2.98
2020,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2020",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",2.98
2020,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2020",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",2.98
2020,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2020",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",2.98
2020,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2020",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",2.98
2020,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2020",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",2.98
2020,Banten,Perniagaan(ton),1,"provinsi Banten, tahun 2020",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",50.3
2020,Banten,Perniagaan(ton),1,"provinsi Banten, tahun 2020",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",50.3
2020,Bali,Perniagaan(ton),1,"provinsi Bali, tahun 2020",p=0.1202,"mean (distribusi normal, Shapiro-Wilk)",5.6867
2020,Bali,Perniagaan(ton),1,"provinsi Bali, tahun 2020",p=0.2851,"mean (distribusi normal, Shapiro-Wilk)",5.6867
2020,Kalimantan Barat,Perniagaan(ton),1,"provinsi Kalimantan Barat, tahun 2020",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",8.58
2020,Kalimantan Tengah,Perniagaan(ton),1,"provinsi Kalimantan Tengah, tahun 2020",p=0.2314,"mean (distribusi normal, Shapiro-Wilk)",9.085
2020,Kalimantan Tengah,Perniagaan(ton),1,"provinsi Kalimantan Tengah, tahun 2020",p=0.2530,"mean (distribusi normal, Shapiro-Wilk)",9.085
2020,Kalimantan Tengah,Perniagaan(ton),1,"provinsi Kalimantan Tengah, tahun 2020",p=0.1590,"mean (distribusi normal, Shapiro-Wilk)",9.085
2020,Kalimantan Tengah,Perniagaan(ton),1,"provinsi Kalimantan Tengah, tahun 2020",p=0.0699,"mean (distribusi normal, Shapiro-Wilk)",9.085
2020,Kalimantan Selatan,Perniagaan(ton),1,"provinsi Kalimantan Selatan, tahun 2020",p=0.0053,"median (distribusi tidak normal, Shapiro-Wilk)",4.095
2020,Kalimantan Timur,Perniagaan(ton),1,"provinsi Kalimantan Timur, tahun 2020",p=0.0114,"median (distribusi tidak normal, Shapiro-Wilk)",5.62
2020,Kalimantan Timur,Perniagaan(ton),1,"provinsi Kalimantan Timur, tahun 2020",p=0.0012,"median (distribusi tidak normal, Shapiro-Wilk)",5.62
2020,Sulawesi Utara,Perniagaan(ton),1,"provinsi Sulawesi Utara, tahun 2020",p=0.0004,"median (distribusi tidak normal, Shapiro-Wilk)",9.0
2020,Sulawesi Selatan,Perniagaan(ton),1,"provinsi Sulawesi Selatan, tahun 2020",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",3.0
2020,Sulawesi Barat,Perniagaan(ton),1,"provinsi Sulawesi Barat, tahun 2020",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",8.93
2019,Sumatera Utara,Perniagaan(ton),1,"provinsi Sumatera Utara, tahun 2019",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",3.0
2019,Sumatera Utara,Perniagaan(ton),1,"provinsi Sumatera Utara, tahun 2019",p=0.6830,"mean (distribusi normal, Shapiro-Wilk)",3.0
2019,Sumatera Utara,Perniagaan(ton),1,"provinsi Sumatera Utara, tahun 2019",p=0.3254,"mean (distribusi normal, Shapiro-Wilk)",3.0
2019,Sumatera Barat,Perniagaan(ton),1,"provinsi Sumatera Barat, tahun 2019",p=0.0027,"median (distribusi tidak normal, Shapiro-Wilk)",1.53
2019,Sumatera Barat,Perniagaan(ton),1,"provinsi Sumatera Barat, tahun 2019",p=0.0006,"median (distribusi tidak normal, Shapiro-Wilk)",1.53
2019,Sumatera Barat,Perniagaan(ton),1,"provinsi Sumatera Barat, tahun 2019",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",1.53
2019,Riau,Perniagaan(ton),1,"provinsi Riau, tahun 2019",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",51.8
2019,DKI Jakarta,Perniagaan(ton),2,"provinsi DKI Jakarta, semua tahun",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",83.63
2019,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2019",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",4.9
2019,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2019",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",4.9
2019,Jawa Tengah,Perniagaan(ton),1,"provinsi Jawa Tengah, tahun 2019",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",4.9
2019,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2019",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",4.7
2019,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2019",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",4.7
2019,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2019",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",4.7
2019,Jawa Timur,Perniagaan(ton),1,"provinsi Jawa Timur, tahun 2019",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",4.7
2019,Bali,Perniagaan(ton),1,"provinsi Bali, tahun 2019",p=0.0838,"mean (distribusi normal, Shapiro-Wilk)",5.7967
2019,Bali,Perniagaan(ton),1,"provinsi Bali, tahun 2019",p=0.2443,"mean (distribusi normal, Shapiro-Wilk)",5.7967
2019,Nusa Tenggara Timur,Perniagaan(ton),2,"provinsi Nusa Tenggara Timur, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",8.0
2019,Kalimantan Barat,Perniagaan(ton),1,"provinsi Kalimantan Barat, tahun 2019",p=0.0013,"median (distribusi tidak normal, Shapiro-Wilk)",11.69
2019,Kalimantan Tengah,Perniagaan(ton),1,"provinsi Kalimantan Tengah, tahun 2019",p=0.2720,"mean (distribusi normal, Shapiro-Wilk)",9.16
2019,Kalimantan Tengah,Perniagaan(ton),1,"provinsi Kalimantan Tengah, tahun 2019",p=0.2838,"mean (distribusi normal, Shapiro-Wilk)",9.16
2019,Kalimantan Tengah,Perniagaan(ton),1,"provinsi Kalimantan Tengah, tahun 2019",p=0.1752,"mean (distribusi normal, Shapiro-Wilk)",9.16
2019,Kalimantan Selatan,Perniagaan(ton),1,"provinsi Kalimantan Selatan, tahun 2019",p=0.1627,"mean (distribusi normal, Shapiro-Wilk)",3.5037
2019,Kalimantan Selatan,Perniagaan(ton),1,"provinsi Kalimantan Selatan, tahun 2019",p=0.2408,"mean (distribusi normal, Shapiro-Wilk)",3.5038
2019,Kalimantan Selatan,Perniagaan(ton),1,"provinsi Kalimantan Selatan, tahun 2019",p=0.2651,"mean (distribusi normal, Shapiro-Wilk)",3.5038
2019,Kalimantan Timur,Perniagaan(ton),1,"provinsi Kalimantan Timur, tahun 2019",p=0.0070,"median (distribusi tidak normal, Shapiro-Wilk)",4.755
2019,Kalimantan Timur,Perniagaan(ton),1,"provinsi Kalimantan Timur, tahun 2019",p=0.0008,"median (distribusi tidak normal, Shapiro-Wilk)",4.755
2019,Kalimantan Timur,Perniagaan(ton),1,"provinsi Kalimantan Timur, tahun 2019",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",4.755
2019,Kalimantan Timur,Perniagaan(ton),1,"provinsi Kalimantan Timur, tahun 2019",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",4.755
2019,Kalimantan Utara,Perniagaan(ton),1,"provinsi Kalimantan Utara, tahun 2019",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",3.69
2019,Sulawesi Utara,Perniagaan(ton),1,"provinsi Sulawesi Utara, tahun 2019",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",5.34
2019,Sulawesi Utara,Perniagaan(ton),1,"provinsi Sulawesi Utara, tahun 2019",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",5.34
2019,Sulawesi Utara,Perniagaan(ton),1,"provinsi Sulawesi Utara, tahun 2019",p=0.6830,"mean (distribusi normal, Shapiro-Wilk)",5.34
2019,Sulawesi Selatan,Perniagaan(ton),1,"provinsi Sulawesi Selatan, tahun 2019",p=0.0005,"median (distribusi tidak normal, Shapiro-Wilk)",2.745
2019,Sulawesi Tenggara,Perniagaan(ton),1,"provinsi Sulawesi Tenggara, tahun 2019",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",5.0
2020,Bengkulu,Perniagaan(ton),2,"provinsi Bengkulu, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",6.36
2020,Sulawesi Tenggara,Perniagaan(ton),2,"provinsi Sulawesi Tenggara, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",2.825
2021,Banten,Perniagaan(ton),2,"provinsi Banten, semua tahun",p=0.0251,"median (distribusi tidak normal, Shapiro-Wilk)",50.3
2021,DKI Jakarta,Perniagaan(ton),2,"provinsi DKI Jakarta, semua tahun",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",83.63
2021,Sulawesi Barat,Perniagaan(ton),2,"provinsi Sulawesi Barat, semua tahun",p=0.2725,"mean (distribusi normal, Shapiro-Wilk)",8.9
2022,Papua Barat Daya,Perniagaan(ton),2,"provinsi Papua Barat Daya, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",1.0
2022,Papua Tengah,Perniagaan(ton),2,"provinsi Papua Tengah, semua tahun",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",2.0
2022,Sulawesi Barat,Perniagaan(ton),2,"provinsi Sulawesi Barat, semua tahun",p=0.3938,"mean (distribusi normal, Shapiro-Wilk)",8.9
2023,Maluku Utara,Perniagaan(ton),2,"provinsi Maluku Utara, semua tahun",p=0.0410,"median (distribusi tidak normal, Shapiro-Wilk)",13.62
2023,Sulawesi Barat,Perniagaan(ton),2,"provinsi Sulawesi Barat, semua tahun",p=0.3316,"mean (distribusi normal, Shapiro-Wilk)",8.9
2024,Maluku Utara,Perniagaan(ton),2,"provinsi Maluku Utara, semua tahun",p=0.0098,"median (distribusi tidak normal, Shapiro-Wilk)",13.62
2024,Papua Barat Daya,Perniagaan(ton),2,"provinsi Papua Barat Daya, semua tahun",p=0.0012,"median (distribusi tidak normal, Shapiro-Wilk)",1.0
2024,Papua Tengah,Perniagaan(ton),2,"provinsi Papua Tengah, semua tahun",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",2.0
2025,Kalimantan Utara,Perniagaan(ton),2,"provinsi Kalimantan Utara, semua tahun",p=0.2082,"mean (distribusi normal, Shapiro-Wilk)",1.6652
2025,Maluku Utara,Perniagaan(ton),2,"provinsi Maluku Utara, semua tahun",p=0.0024,"median (distribusi tidak normal, Shapiro-Wilk)",13.62
2025,Papua Tengah,Perniagaan(ton),2,"provinsi Papua Tengah, semua tahun",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",2.0
2025,Sulawesi Barat,Perniagaan(ton),2,"provinsi Sulawesi Barat, semua tahun",p=0.1963,"mean (distribusi normal, Shapiro-Wilk)",8.9
2025,Aceh,Fasilitas Publik(ton),1,"provinsi Aceh, tahun 2025",p=0.0115,"median (distribusi tidak normal, Shapiro-Wilk)",3.48
2025,Riau,Fasilitas Publik(ton),1,"provinsi Riau, tahun 2025",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",12.28
2025,Jambi,Fasilitas Publik(ton),2,"provinsi Jambi, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",2.85
2025,Lampung,Fasilitas Publik(ton),1,"provinsi Lampung, tahun 2025",p=0.0078,"median (distribusi tidak normal, Shapiro-Wilk)",11.855
2025,Lampung,Fasilitas Publik(ton),1,"provinsi Lampung, tahun 2025",p=0.0010,"median (distribusi tidak normal, Shapiro-Wilk)",11.855
2025,Kepulauan Bangka Belitung,Fasilitas Publik(ton),2,"provinsi Kepulauan Bangka Belitung, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",3.84
2025,Kepulauan Riau,Fasilitas Publik(ton),1,"provinsi Kepulauan Riau, tahun 2025",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",3.355
2025,DKI Jakarta,Fasilitas Publik(ton),2,"provinsi DKI Jakarta, semua tahun",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",0.0
2025,DKI Jakarta,Fasilitas Publik(ton),1,"provinsi DKI Jakarta, tahun 2025",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",0.0
2025,DKI Jakarta,Fasilitas Publik(ton),1,"provinsi DKI Jakarta, tahun 2025",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",0.0
2025,DKI Jakarta,Fasilitas Publik(ton),1,"provinsi DKI Jakarta, tahun 2025",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",0.0
2025,Jawa Tengah,Fasilitas Publik(ton),1,"provinsi Jawa Tengah, tahun 2025",p=0.0452,"median (distribusi tidak normal, Shapiro-Wilk)",15.61
2025,Jawa Tengah,Fasilitas Publik(ton),1,"provinsi Jawa Tengah, tahun 2025",p=0.0028,"median (distribusi tidak normal, Shapiro-Wilk)",15.61
2025,Jawa Timur,Fasilitas Publik(ton),1,"provinsi Jawa Timur, tahun 2025",p=0.0539,"mean (distribusi normal, Shapiro-Wilk)",9.241
2025,Nusa Tenggara Barat,Fasilitas Publik(ton),2,"provinsi Nusa Tenggara Barat, semua tahun",p=0.0027,"median (distribusi tidak normal, Shapiro-Wilk)",13.0
2025,Nusa Tenggara Timur,Fasilitas Publik(ton),1,"provinsi Nusa Tenggara Timur, tahun 2025",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",7.785
2025,Kalimantan Barat,Fasilitas Publik(ton),1,"provinsi Kalimantan Barat, tahun 2025",p=0.0013,"median (distribusi tidak normal, Shapiro-Wilk)",2.125
2025,Kalimantan Barat,Fasilitas Publik(ton),1,"provinsi Kalimantan Barat, tahun 2025",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",2.125
2025,Kalimantan Tengah,Fasilitas Publik(ton),1,"provinsi Kalimantan Tengah, tahun 2025",p=0.2816,"mean (distribusi normal, Shapiro-Wilk)",7.822
2025,Kalimantan Tengah,Fasilitas Publik(ton),1,"provinsi Kalimantan Tengah, tahun 2025",p=0.4926,"mean (distribusi normal, Shapiro-Wilk)",7.822
2025,Kalimantan Selatan,Fasilitas Publik(ton),1,"provinsi Kalimantan Selatan, tahun 2025",p=0.0244,"median (distribusi tidak normal, Shapiro-Wilk)",2.69
2025,Kalimantan Selatan,Fasilitas Publik(ton),1,"provinsi Kalimantan Selatan, tahun 2025",p=0.0033,"median (distribusi tidak normal, Shapiro-Wilk)",2.69
2025,Kalimantan Timur,Fasilitas Publik(ton),1,"provinsi Kalimantan Timur, tahun 2025",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",3.03
2025,Kalimantan Timur,Fasilitas Publik(ton),1,"provinsi Kalimantan Timur, tahun 2025",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",3.03
2025,Kalimantan Timur,Fasilitas Publik(ton),1,"provinsi Kalimantan Timur, tahun 2025",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",3.03
2025,Sulawesi Utara,Fasilitas Publik(ton),1,"provinsi Sulawesi Utara, tahun 2025",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",3.9
2025,Papua,Fasilitas Publik(ton),2,"provinsi Papua, semua tahun",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",5.06
2025,Papua Barat,Fasilitas Publik(ton),2,"provinsi Papua Barat, semua tahun",p=0.0092,"median (distribusi tidak normal, Shapiro-Wilk)",4.12
2025,Papua Selatan,Fasilitas Publik(ton),2,"provinsi Papua Selatan, semua tahun",p=0.0215,"median (distribusi tidak normal, Shapiro-Wilk)",2.56
2025,Papua Pegunungan,Fasilitas Publik(ton),2,"provinsi Papua Pegunungan, semua tahun",tidak diuji,"nilai tunggal (hanya 1 data tersedia, mean = median)",1.0
2024,Aceh,Fasilitas Publik(ton),1,"provinsi Aceh, tahun 2024",p=0.1839,"mean (distribusi normal, Shapiro-Wilk)",5.1752
2024,Sumatera Barat,Fasilitas Publik(ton),1,"provinsi Sumatera Barat, tahun 2024",p=0.0002,"median (distribusi tidak normal, Shapiro-Wilk)",5.775
2024,Sumatera Barat,Fasilitas Publik(ton),1,"provinsi Sumatera Barat, tahun 2024",p=0.0001,"median (distribusi tidak normal, Shapiro-Wilk)",5.775
2024,Riau,Fasilitas Publik(ton),1,"provinsi Riau, tahun 2024",p=0.9145,"mean (distribusi normal, Shapiro-Wilk)",5.5
2024,Bengkulu,Fasilitas Publik(ton),1,"provinsi Bengkulu, tahun 2024",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",3.095
2024,Lampung,Fasilitas Publik(ton),1,"provinsi Lampung, tahun 2024",p=0.3080,"mean (distribusi normal, Shapiro-Wilk)",2.2725
2024,Lampung,Fasilitas Publik(ton),1,"provinsi Lampung, tahun 2024",p=0.2991,"mean (distribusi normal, Shapiro-Wilk)",2.2725
2024,Kepulauan Bangka Belitung,Fasilitas Publik(ton),1,"provinsi Kepulauan Bangka Belitung, tahun 2024",p=0.0012,"median (distribusi tidak normal, Shapiro-Wilk)",0.3
2024,Kepulauan Riau,Fasilitas Publik(ton),1,"provinsi Kepulauan Riau, tahun 2024",p=nan,"median (distribusi tidak normal, Shapiro-Wilk)",19.58
2024,DKI Jakarta,Fasilitas Publik(ton),2,"provinsi DKI Jakarta, semua tahun",p=1.0000,"mean (distribusi normal, Shapiro-Wilk)",0.0
2024,Jawa Barat,Fasilitas Publik(ton),1,"provinsi Jawa Barat, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",20.705
2024,Jawa Barat,Fasilitas Publik(ton),1,"provinsi Jawa Barat, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",20.705
2024,Jawa Barat,Fasilitas Publik(ton),1,"provinsi Jawa Barat, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",20.705
2024,Jawa Tengah,Fasilitas Publik(ton),1,"provinsi Jawa Tengah, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",12.32
2024,Jawa Tengah,Fasilitas Publik(ton),1,"provinsi Jawa Tengah, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",12.32
2024,Jawa Tengah,Fasilitas Publik(ton),1,"provinsi Jawa Tengah, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",12.32
2024,Jawa Tengah,Fasilitas Publik(ton),1,"provinsi Jawa Tengah, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",12.32
2024,Jawa Tengah,Fasilitas Publik(ton),1,"provinsi Jawa Tengah, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",12.32
2024,Jawa Timur,Fasilitas Publik(ton),1,"provinsi Jawa Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",8.97
2024,Jawa Timur,Fasilitas Publik(ton),1,"provinsi Jawa Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",8.97
2024,Jawa Timur,Fasilitas Publik(ton),1,"provinsi Jawa Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",8.97
2024,Jawa Timur,Fasilitas Publik(ton),1,"provinsi Jawa Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",8.97
2024,Jawa Timur,Fasilitas Publik(ton),1,"provinsi Jawa Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",8.97
2024,Jawa Timur,Fasilitas Publik(ton),1,"provinsi Jawa Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",8.97
2024,Jawa Timur,Fasilitas Publik(ton),1,"provinsi Jawa Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",8.97
2024,Banten,Fasilitas Publik(ton),1,"provinsi Banten, tahun 2024",p=0.0365,"median (distribusi tidak normal, Shapiro-Wilk)",9.25
2024,Bali,Fasilitas Publik(ton),1,"provinsi Bali, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",6.8
2024,Nusa Tenggara Timur,Fasilitas Publik(ton),1,"provinsi Nusa Tenggara Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",3.6
2024,Nusa Tenggara Timur,Fasilitas Publik(ton),1,"provinsi Nusa Tenggara Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",3.6
2024,Nusa Tenggara Timur,Fasilitas Publik(ton),1,"provinsi Nusa Tenggara Timur, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",3.6
2024,Kalimantan Barat,Fasilitas Publik(ton),1,"provinsi Kalimantan Barat, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",0.5
2024,Kalimantan Barat,Fasilitas Publik(ton),1,"provinsi Kalimantan Barat, tahun 2024",p=0.0012,"median (distribusi tidak normal, Shapiro-Wilk)",0.5
2024,Kalimantan Tengah,Fasilitas Publik(ton),1,"provinsi Kalimantan Tengah, tahun 2024",p=0.3275,"mean (distribusi normal, Shapiro-Wilk)",6.6229
2024,Kalimantan Tengah,Fasilitas Publik(ton),1,"provinsi Kalimantan Tengah, tahun 2024",p=0.5107,"mean (distribusi normal, Shapiro-Wilk)",6.6229
2024,Kalimantan Selatan,Fasilitas Publik(ton),1,"provinsi Kalimantan Selatan, tahun 2024",p=0.2703,"mean (distribusi normal, Shapiro-Wilk)",6.46
2024,Kalimantan Selatan,Fasilitas Publik(ton),1,"provinsi Kalimantan Selatan, tahun 2024",p=0.3303,"mean (distribusi normal, Shapiro-Wilk)",6.46
2024,Kalimantan Selatan,Fasilitas Publik(ton),1,"provinsi Kalimantan Selatan, tahun 2024",p=0.3055,"mean (distribusi normal, Shapiro-Wilk)",6.46
2024,Kalimantan Selatan,Fasilitas Publik(ton),1,"provinsi Kalimantan Selatan, tahun 2024",p=0.2287,"mean (distribusi normal, Shapiro-Wilk)",6.46
2024,Sulawesi Utara,Fasilitas Publik(ton),1,"provinsi Sulawesi Utara, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",3.22
2024,Sulawesi Utara,Fasilitas Publik(ton),1,"provinsi Sulawesi Utara, tahun 2024",p=0.0000,"median (distribusi tidak normal, Shapiro-Wilk)",3.22
